caseId,category,expected,actual,result
roll.I025@blue,roll_150,PASS,PASS,PASS
projection.I025@blue,projection_150,PASS,PASS,PASS
determinism.I025@blue,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i025_blue_150123
baseItemId=4:I025
rarity=4:blue
generationVersion=1:1
rootSeed=6:150123
cultivationPotentialProfileId=32:candidate_core_profile_i025_blue
statId=7:control
statRawUnits=1:6
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:4
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:8
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:816
eligibleCoreEffectId=22:candidate_core_i025_01
eligibleCoreEffectId=22:candidate_core_i025_02
eligibleCoreEffectId=22:candidate_core_i025_03
visibleCoreEffectId=22:candidate_core_i025_01
visibleCoreEffectId=22:candidate_core_i025_02
visibleCoreEffectId=22:candidate_core_i025_03
buildQualification=9:FaMenOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i025_blue_150123
baseItemId=4:I025
rarity=4:blue
generationVersion=1:1
rootSeed=6:150123
cultivationPotentialProfileId=32:candidate_core_profile_i025_blue
statId=7:control
statRawUnits=1:6
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:4
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:8
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:816
eligibleCoreEffectId=22:candidate_core_i025_01
eligibleCoreEffectId=22:candidate_core_i025_02
eligibleCoreEffectId=22:candidate_core_i025_03
visibleCoreEffectId=22:candidate_core_i025_01
visibleCoreEffectId=22:candidate_core_i025_02
visibleCoreEffectId=22:candidate_core_i025_03
buildQualification=9:FaMenOnly
",PASS
roll.I025@purple,roll_150,PASS,PASS,PASS
projection.I025@purple,projection_150,PASS,PASS,PASS
determinism.I025@purple,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i025_purple_150124
baseItemId=4:I025
rarity=6:purple
generationVersion=1:1
rootSeed=6:150124
cultivationPotentialProfileId=34:candidate_core_profile_i025_purple
statId=7:control
statRawUnits=1:8
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:2
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:9
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:4
eligibleCoreEffectId=22:candidate_core_i025_01
eligibleCoreEffectId=22:candidate_core_i025_02
eligibleCoreEffectId=22:candidate_core_i025_03
eligibleCoreEffectId=22:candidate_core_i025_04
visibleCoreEffectId=22:candidate_core_i025_01
visibleCoreEffectId=22:candidate_core_i025_02
visibleCoreEffectId=22:candidate_core_i025_03
visibleCoreEffectId=22:candidate_core_i025_04
buildQualification=9:QiLeiOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i025_purple_150124
baseItemId=4:I025
rarity=6:purple
generationVersion=1:1
rootSeed=6:150124
cultivationPotentialProfileId=34:candidate_core_profile_i025_purple
statId=7:control
statRawUnits=1:8
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:2
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:9
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:4
eligibleCoreEffectId=22:candidate_core_i025_01
eligibleCoreEffectId=22:candidate_core_i025_02
eligibleCoreEffectId=22:candidate_core_i025_03
eligibleCoreEffectId=22:candidate_core_i025_04
visibleCoreEffectId=22:candidate_core_i025_01
visibleCoreEffectId=22:candidate_core_i025_02
visibleCoreEffectId=22:candidate_core_i025_03
visibleCoreEffectId=22:candidate_core_i025_04
buildQualification=9:QiLeiOnly
",PASS
roll.I025@orange,roll_150,PASS,PASS,PASS
projection.I025@orange,projection_150,PASS,PASS,PASS
determinism.I025@orange,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i025_orange_150125
baseItemId=4:I025
rarity=6:orange
generationVersion=1:1
rootSeed=6:150125
cultivationPotentialProfileId=34:candidate_core_profile_i025_orange
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:6
statId=8:nianCost
statRawUnits=1:2
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=2:10
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=4:1410
eligibleCoreEffectId=22:candidate_core_i025_01
eligibleCoreEffectId=22:candidate_core_i025_02
eligibleCoreEffectId=22:candidate_core_i025_03
eligibleCoreEffectId=22:candidate_core_i025_04
eligibleCoreEffectId=28:candidate_core_i025_ultimate
visibleCoreEffectId=22:candidate_core_i025_01
visibleCoreEffectId=22:candidate_core_i025_02
visibleCoreEffectId=22:candidate_core_i025_03
visibleCoreEffectId=22:candidate_core_i025_04
visibleCoreEffectId=28:candidate_core_i025_ultimate
buildQualification=4:Dual
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i025_orange_150125
baseItemId=4:I025
rarity=6:orange
generationVersion=1:1
rootSeed=6:150125
cultivationPotentialProfileId=34:candidate_core_profile_i025_orange
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:6
statId=8:nianCost
statRawUnits=1:2
slotId=8:fixed_01
slotKind=5:Fixed
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=2:10
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=4:1410
eligibleCoreEffectId=22:candidate_core_i025_01
eligibleCoreEffectId=22:candidate_core_i025_02
eligibleCoreEffectId=22:candidate_core_i025_03
eligibleCoreEffectId=22:candidate_core_i025_04
eligibleCoreEffectId=28:candidate_core_i025_ultimate
visibleCoreEffectId=22:candidate_core_i025_01
visibleCoreEffectId=22:candidate_core_i025_02
visibleCoreEffectId=22:candidate_core_i025_03
visibleCoreEffectId=22:candidate_core_i025_04
visibleCoreEffectId=28:candidate_core_i025_ultimate
buildQualification=4:Dual
",PASS
roll.I026@white,roll_150,PASS,PASS,PASS
projection.I026@white,projection_150,PASS,PASS,PASS
determinism.I026@white,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i026_white_150126
baseItemId=4:I026
rarity=5:white
generationVersion=1:1
rootSeed=6:150126
cultivationPotentialProfileId=33:candidate_core_profile_i026_white
statId=7:control
statRawUnits=1:3
statId=8:cooldown
statRawUnits=1:5
statId=6:damage
statRawUnits=2:13
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:220
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:260
eligibleCoreEffectId=22:candidate_core_i026_01
visibleCoreEffectId=22:candidate_core_i026_01
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i026_white_150126
baseItemId=4:I026
rarity=5:white
generationVersion=1:1
rootSeed=6:150126
cultivationPotentialProfileId=33:candidate_core_profile_i026_white
statId=7:control
statRawUnits=1:3
statId=8:cooldown
statRawUnits=1:5
statId=6:damage
statRawUnits=2:13
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:220
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:260
eligibleCoreEffectId=22:candidate_core_i026_01
visibleCoreEffectId=22:candidate_core_i026_01
buildQualification=4:None
",PASS
roll.I026@green,roll_150,PASS,PASS,PASS
projection.I026@green,projection_150,PASS,PASS,PASS
determinism.I026@green,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i026_green_150127
baseItemId=4:I026
rarity=5:green
generationVersion=1:1
rootSeed=6:150127
cultivationPotentialProfileId=33:candidate_core_profile_i026_green
statId=7:control
statRawUnits=1:4
statId=8:cooldown
statRawUnits=1:5
statId=6:damage
statRawUnits=2:21
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:582
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:517
eligibleCoreEffectId=22:candidate_core_i026_01
eligibleCoreEffectId=22:candidate_core_i026_02
visibleCoreEffectId=22:candidate_core_i026_01
visibleCoreEffectId=22:candidate_core_i026_02
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i026_green_150127
baseItemId=4:I026
rarity=5:green
generationVersion=1:1
rootSeed=6:150127
cultivationPotentialProfileId=33:candidate_core_profile_i026_green
statId=7:control
statRawUnits=1:4
statId=8:cooldown
statRawUnits=1:5
statId=6:damage
statRawUnits=2:21
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:582
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:517
eligibleCoreEffectId=22:candidate_core_i026_01
eligibleCoreEffectId=22:candidate_core_i026_02
visibleCoreEffectId=22:candidate_core_i026_01
visibleCoreEffectId=22:candidate_core_i026_02
buildQualification=4:None
",PASS
roll.I026@blue,roll_150,PASS,PASS,PASS
projection.I026@blue,projection_150,PASS,PASS,PASS
determinism.I026@blue,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i026_blue_150128
baseItemId=4:I026
rarity=4:blue
generationVersion=1:1
rootSeed=6:150128
cultivationPotentialProfileId=32:candidate_core_profile_i026_blue
statId=7:control
statRawUnits=1:7
statId=8:cooldown
statRawUnits=1:4
statId=6:damage
statRawUnits=2:23
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:830
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:705
eligibleCoreEffectId=22:candidate_core_i026_01
eligibleCoreEffectId=22:candidate_core_i026_02
eligibleCoreEffectId=22:candidate_core_i026_03
visibleCoreEffectId=22:candidate_core_i026_01
visibleCoreEffectId=22:candidate_core_i026_02
visibleCoreEffectId=22:candidate_core_i026_03
buildQualification=9:QiLeiOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i026_blue_150128
baseItemId=4:I026
rarity=4:blue
generationVersion=1:1
rootSeed=6:150128
cultivationPotentialProfileId=32:candidate_core_profile_i026_blue
statId=7:control
statRawUnits=1:7
statId=8:cooldown
statRawUnits=1:4
statId=6:damage
statRawUnits=2:23
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:830
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:705
eligibleCoreEffectId=22:candidate_core_i026_01
eligibleCoreEffectId=22:candidate_core_i026_02
eligibleCoreEffectId=22:candidate_core_i026_03
visibleCoreEffectId=22:candidate_core_i026_01
visibleCoreEffectId=22:candidate_core_i026_02
visibleCoreEffectId=22:candidate_core_i026_03
buildQualification=9:QiLeiOnly
",PASS
roll.I026@purple,roll_150,PASS,PASS,PASS
projection.I026@purple,projection_150,PASS,PASS,PASS
determinism.I026@purple,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i026_purple_150129
baseItemId=4:I026
rarity=6:purple
generationVersion=1:1
rootSeed=6:150129
cultivationPotentialProfileId=34:candidate_core_profile_i026_purple
statId=7:control
statRawUnits=1:7
statId=8:cooldown
statRawUnits=1:4
statId=6:damage
statRawUnits=2:32
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:860
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=4:1245
eligibleCoreEffectId=22:candidate_core_i026_01
eligibleCoreEffectId=22:candidate_core_i026_02
eligibleCoreEffectId=22:candidate_core_i026_03
eligibleCoreEffectId=22:candidate_core_i026_04
visibleCoreEffectId=22:candidate_core_i026_01
visibleCoreEffectId=22:candidate_core_i026_02
visibleCoreEffectId=22:candidate_core_i026_03
visibleCoreEffectId=22:candidate_core_i026_04
buildQualification=4:Dual
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i026_purple_150129
baseItemId=4:I026
rarity=6:purple
generationVersion=1:1
rootSeed=6:150129
cultivationPotentialProfileId=34:candidate_core_profile_i026_purple
statId=7:control
statRawUnits=1:7
statId=8:cooldown
statRawUnits=1:4
statId=6:damage
statRawUnits=2:32
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:860
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=4:1245
eligibleCoreEffectId=22:candidate_core_i026_01
eligibleCoreEffectId=22:candidate_core_i026_02
eligibleCoreEffectId=22:candidate_core_i026_03
eligibleCoreEffectId=22:candidate_core_i026_04
visibleCoreEffectId=22:candidate_core_i026_01
visibleCoreEffectId=22:candidate_core_i026_02
visibleCoreEffectId=22:candidate_core_i026_03
visibleCoreEffectId=22:candidate_core_i026_04
buildQualification=4:Dual
",PASS
roll.I026@orange,roll_150,PASS,PASS,PASS
projection.I026@orange,projection_150,PASS,PASS,PASS
determinism.I026@orange,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i026_orange_150130
baseItemId=4:I026
rarity=6:orange
generationVersion=1:1
rootSeed=6:150130
cultivationPotentialProfileId=34:candidate_core_profile_i026_orange
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:3
statId=6:damage
statRawUnits=2:33
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=4:1652
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=2:10
eligibleCoreEffectId=22:candidate_core_i026_01
eligibleCoreEffectId=22:candidate_core_i026_02
eligibleCoreEffectId=22:candidate_core_i026_03
eligibleCoreEffectId=22:candidate_core_i026_04
eligibleCoreEffectId=28:candidate_core_i026_ultimate
visibleCoreEffectId=22:candidate_core_i026_01
visibleCoreEffectId=22:candidate_core_i026_02
visibleCoreEffectId=22:candidate_core_i026_03
visibleCoreEffectId=22:candidate_core_i026_04
visibleCoreEffectId=28:candidate_core_i026_ultimate
buildQualification=9:FaMenOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i026_orange_150130
baseItemId=4:I026
rarity=6:orange
generationVersion=1:1
rootSeed=6:150130
cultivationPotentialProfileId=34:candidate_core_profile_i026_orange
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:3
statId=6:damage
statRawUnits=2:33
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=4:1652
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=2:10
eligibleCoreEffectId=22:candidate_core_i026_01
eligibleCoreEffectId=22:candidate_core_i026_02
eligibleCoreEffectId=22:candidate_core_i026_03
eligibleCoreEffectId=22:candidate_core_i026_04
eligibleCoreEffectId=28:candidate_core_i026_ultimate
visibleCoreEffectId=22:candidate_core_i026_01
visibleCoreEffectId=22:candidate_core_i026_02
visibleCoreEffectId=22:candidate_core_i026_03
visibleCoreEffectId=22:candidate_core_i026_04
visibleCoreEffectId=28:candidate_core_i026_ultimate
buildQualification=9:FaMenOnly
",PASS
roll.I027@white,roll_150,PASS,PASS,PASS
projection.I027@white,projection_150,PASS,PASS,PASS
determinism.I027@white,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i027_white_150131
baseItemId=4:I027
rarity=5:white
generationVersion=1:1
rootSeed=6:150131
cultivationPotentialProfileId=33:candidate_core_profile_i027_white
statId=5:break
statRawUnits=2:17
statId=7:control
statRawUnits=1:2
statId=8:cooldown
statRawUnits=1:7
statId=8:nianCost
statRawUnits=1:7
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:285
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:374
eligibleCoreEffectId=22:candidate_core_i027_01
visibleCoreEffectId=22:candidate_core_i027_01
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i027_white_150131
baseItemId=4:I027
rarity=5:white
generationVersion=1:1
rootSeed=6:150131
cultivationPotentialProfileId=33:candidate_core_profile_i027_white
statId=5:break
statRawUnits=2:17
statId=7:control
statRawUnits=1:2
statId=8:cooldown
statRawUnits=1:7
statId=8:nianCost
statRawUnits=1:7
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:285
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:374
eligibleCoreEffectId=22:candidate_core_i027_01
visibleCoreEffectId=22:candidate_core_i027_01
buildQualification=4:None
",PASS
roll.I027@green,roll_150,PASS,PASS,PASS
projection.I027@green,projection_150,PASS,PASS,PASS
determinism.I027@green,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i027_green_150132
baseItemId=4:I027
rarity=5:green
generationVersion=1:1
rootSeed=6:150132
cultivationPotentialProfileId=33:candidate_core_profile_i027_green
statId=5:break
statRawUnits=2:27
statId=7:control
statRawUnits=1:4
statId=8:cooldown
statRawUnits=1:6
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:474
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:615
eligibleCoreEffectId=22:candidate_core_i027_01
eligibleCoreEffectId=22:candidate_core_i027_02
visibleCoreEffectId=22:candidate_core_i027_01
visibleCoreEffectId=22:candidate_core_i027_02
buildQualification=9:FaMenOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i027_green_150132
baseItemId=4:I027
rarity=5:green
generationVersion=1:1
rootSeed=6:150132
cultivationPotentialProfileId=33:candidate_core_profile_i027_green
statId=5:break
statRawUnits=2:27
statId=7:control
statRawUnits=1:4
statId=8:cooldown
statRawUnits=1:6
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:474
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:615
eligibleCoreEffectId=22:candidate_core_i027_01
eligibleCoreEffectId=22:candidate_core_i027_02
visibleCoreEffectId=22:candidate_core_i027_01
visibleCoreEffectId=22:candidate_core_i027_02
buildQualification=9:FaMenOnly
",PASS
roll.I027@blue,roll_150,PASS,PASS,PASS
projection.I027@blue,projection_150,PASS,PASS,PASS
determinism.I027@blue,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i027_blue_150133
baseItemId=4:I027
rarity=4:blue
generationVersion=1:1
rootSeed=6:150133
cultivationPotentialProfileId=32:candidate_core_profile_i027_blue
statId=5:break
statRawUnits=2:30
statId=7:control
statRawUnits=1:6
statId=8:cooldown
statRawUnits=1:6
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:776
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:7
eligibleCoreEffectId=22:candidate_core_i027_01
eligibleCoreEffectId=22:candidate_core_i027_02
eligibleCoreEffectId=22:candidate_core_i027_03
visibleCoreEffectId=22:candidate_core_i027_01
visibleCoreEffectId=22:candidate_core_i027_02
visibleCoreEffectId=22:candidate_core_i027_03
buildQualification=9:QiLeiOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i027_blue_150133
baseItemId=4:I027
rarity=4:blue
generationVersion=1:1
rootSeed=6:150133
cultivationPotentialProfileId=32:candidate_core_profile_i027_blue
statId=5:break
statRawUnits=2:30
statId=7:control
statRawUnits=1:6
statId=8:cooldown
statRawUnits=1:6
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:776
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:7
eligibleCoreEffectId=22:candidate_core_i027_01
eligibleCoreEffectId=22:candidate_core_i027_02
eligibleCoreEffectId=22:candidate_core_i027_03
visibleCoreEffectId=22:candidate_core_i027_01
visibleCoreEffectId=22:candidate_core_i027_02
visibleCoreEffectId=22:candidate_core_i027_03
buildQualification=9:QiLeiOnly
",PASS
roll.I027@purple,roll_150,PASS,PASS,PASS
projection.I027@purple,projection_150,PASS,PASS,PASS
